,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pchembl_value,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
2343,3059986,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594906,7.62,=,nM,24.0,CHEMBL251,Homo sapiens,Ki,nM,24.0
2344,3059987,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594137,7.62,=,nM,24.0,CHEMBL251,Homo sapiens,Ki,nM,24.0
2345,3059988,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL607539,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
2346,3059989,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595364,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
2347,3059990,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595131,7.55,=,nM,28.0,CHEMBL251,Homo sapiens,Ki,nM,28.0
2348,3059991,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611337,7.55,=,nM,28.0,CHEMBL251,Homo sapiens,Ki,nM,28.0
2349,3059992,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596075,7.54,=,nM,29.0,CHEMBL251,Homo sapiens,Ki,nM,29.0
2350,3059993,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595363,7.52,=,nM,30.0,CHEMBL251,Homo sapiens,Ki,nM,30.0
2351,3059994,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593058,7.51,=,nM,31.0,CHEMBL251,Homo sapiens,Ki,nM,31.0
2352,3059995,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608980,7.51,=,nM,31.0,CHEMBL251,Homo sapiens,Ki,nM,31.0
2353,3059997,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596088,7.44,=,nM,36.0,CHEMBL251,Homo sapiens,Ki,nM,36.0
2354,3060003,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595174,7.33,=,nM,47.0,CHEMBL251,Homo sapiens,Ki,nM,47.0
2355,3060005,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595405,7.31,=,nM,49.0,CHEMBL251,Homo sapiens,Ki,nM,49.0
2356,3060007,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL607550,7.24,=,nM,57.0,CHEMBL251,Homo sapiens,Ki,nM,57.0
2357,3060009,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL607542,7.20,=,nM,63.0,CHEMBL251,Homo sapiens,Ki,nM,63.0
2358,3060016,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595843,7.06,=,nM,88.0,CHEMBL251,Homo sapiens,Ki,nM,88.0
2359,3060019,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594677,7.04,=,nM,92.0,CHEMBL251,Homo sapiens,Ki,nM,92.0
2360,3060021,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595146,7.01,=,nM,97.0,CHEMBL251,Homo sapiens,Ki,nM,97.0
2361,3060026,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595144,6.97,=,nM,107.0,CHEMBL251,Homo sapiens,Ki,nM,107.0
2362,3060027,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593040,6.97,=,nM,107.0,CHEMBL251,Homo sapiens,Ki,nM,107.0
2363,3060030,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596074,6.91,=,nM,123.0,CHEMBL251,Homo sapiens,Ki,nM,123.0
2364,3060031,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608100,6.90,=,nM,126.0,CHEMBL251,Homo sapiens,Ki,nM,126.0
2365,3060032,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL609304,6.89,=,nM,128.0,CHEMBL251,Homo sapiens,Ki,nM,128.0
2366,3060035,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596291,6.82,=,nM,153.0,CHEMBL251,Homo sapiens,Ki,nM,153.0
2367,3060036,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595863,6.81,=,nM,155.0,CHEMBL251,Homo sapiens,Ki,nM,155.0
2368,3060037,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594197,6.81,=,nM,155.0,CHEMBL251,Homo sapiens,Ki,nM,155.0
2369,3060040,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611955,6.74,=,nM,183.0,CHEMBL251,Homo sapiens,Ki,nM,183.0
2370,3060046,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611964,6.60,=,nM,253.0,CHEMBL251,Homo sapiens,Ki,nM,253.0
2371,3060047,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608093,6.59,=,nM,255.0,CHEMBL251,Homo sapiens,Ki,nM,255.0
2372,3061065,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595844,6.38,=,nM,420.0,CHEMBL251,Homo sapiens,Ki,nM,420.0
2373,3061072,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611944,6.23,=,nM,586.0,CHEMBL251,Homo sapiens,Ki,nM,586.0
2374,3061083,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595147,5.95,=,nM,1117.0,CHEMBL251,Homo sapiens,Ki,nM,1117.0
2375,3061093,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593749,5.76,=,nM,1725.0,CHEMBL251,Homo sapiens,Ki,nM,1725.0
2376,3061094,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595864,5.75,=,nM,1789.0,CHEMBL251,Homo sapiens,Ki,nM,1789.0
2377,3061097,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611325,5.61,=,nM,2450.0,CHEMBL251,Homo sapiens,Ki,nM,2450.0
2378,3061101,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL610456,5.48,=,nM,3290.0,CHEMBL251,Homo sapiens,Ki,nM,3290.0
2379,3087165,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL596014,7.82,=,nM,15.2,CHEMBL251,Homo sapiens,Ki,nM,15.2
2380,3087170,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL596042,7.24,=,nM,57.6,CHEMBL251,Homo sapiens,Ki,nM,57.6
2381,3087174,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL596460,6.79,=,nM,161.0,CHEMBL251,Homo sapiens,Ki,nM,161.0
2382,3087176,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL606630,6.97,=,nM,108.0,CHEMBL251,Homo sapiens,Ki,nM,108.0
2383,3087179,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL200732,6.65,=,nM,223.0,CHEMBL251,Homo sapiens,Ki,nM,223.0
2384,3087186,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL594625,6.91,=,nM,122.0,CHEMBL251,Homo sapiens,Ki,nM,122.0
2385,3087187,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL603424,5.80,=,nM,1600.0,CHEMBL251,Homo sapiens,Ki,nM,1600.0
2386,3087189,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL522152,6.32,=,nM,475.0,CHEMBL251,Homo sapiens,Ki,nM,475.0
2387,3087192,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL431733,5.27,=,nM,5360.0,CHEMBL251,Homo sapiens,Ki,nM,5360.0
2388,3087194,CHEMBL1070691,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL119709,5.54,=,nM,2900.0,CHEMBL251,Homo sapiens,Ki,nM,2900.0
2389,3100466,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL464859,7.60,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
2390,3100471,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL331372,7.68,=,nM,21.0,CHEMBL251,Homo sapiens,Ki,nM,21.0
2391,3100476,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL186113,8.64,=,nM,2.3,CHEMBL251,Homo sapiens,Ki,nM,2.3
2392,3100480,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL591999,7.75,=,nM,18.0,CHEMBL251,Homo sapiens,Ki,nM,18.0
2393,3100485,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL603614,6.15,=,nM,702.0,CHEMBL251,Homo sapiens,Ki,nM,702.0
2394,3100490,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL592246,6.64,=,nM,229.0,CHEMBL251,Homo sapiens,Ki,nM,229.0
2395,3100494,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL599387,6.74,=,nM,182.0,CHEMBL251,Homo sapiens,Ki,nM,182.0
2396,3100503,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL605778,5.27,=,nM,5406.0,CHEMBL251,Homo sapiens,Ki,nM,5406.0
2397,3100508,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL590392,5.26,=,nM,5491.0,CHEMBL251,Homo sapiens,Ki,nM,5491.0
2398,3100513,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL601514,8.28,=,nM,5.2,CHEMBL251,Homo sapiens,Ki,nM,5.2
2399,3100518,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL591423,8.34,=,nM,4.6,CHEMBL251,Homo sapiens,Ki,nM,4.6
2400,3100523,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL591356,8.28,=,nM,5.2,CHEMBL251,Homo sapiens,Ki,nM,5.2
2401,3100528,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL592541,8.27,=,nM,5.4,CHEMBL251,Homo sapiens,Ki,nM,5.4
2402,3100533,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL592540,8.10,=,nM,8.0,CHEMBL251,Homo sapiens,Ki,nM,8.0
2403,3100538,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL590718,7.41,=,nM,39.0,CHEMBL251,Homo sapiens,Ki,nM,39.0
2404,3100543,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL590484,7.57,=,nM,27.0,CHEMBL251,Homo sapiens,Ki,nM,27.0
2405,3100548,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL601081,6.42,=,nM,382.0,CHEMBL251,Homo sapiens,Ki,nM,382.0
2406,3100553,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL589348,7.80,=,nM,16.0,CHEMBL251,Homo sapiens,Ki,nM,16.0
2407,3100557,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL601515,8.10,=,nM,7.9,CHEMBL251,Homo sapiens,Ki,nM,7.9
2408,3100561,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL591286,5.78,=,nM,1666.0,CHEMBL251,Homo sapiens,Ki,nM,1666.0
2409,3100566,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL601516,5.26,=,nM,5472.0,CHEMBL251,Homo sapiens,Ki,nM,5472.0
2410,3100571,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL601730,7.01,=,nM,97.0,CHEMBL251,Homo sapiens,Ki,nM,97.0
2411,3100576,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL601731,6.84,=,nM,146.0,CHEMBL251,Homo sapiens,Ki,nM,146.0
2412,3100581,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL601732,7.42,=,nM,38.0,CHEMBL251,Homo sapiens,Ki,nM,38.0
2413,3100586,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL596904,7.47,=,nM,34.0,CHEMBL251,Homo sapiens,Ki,nM,34.0
2414,3100591,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL604591,8.27,=,nM,5.4,CHEMBL251,Homo sapiens,Ki,nM,5.4
2415,3100595,CHEMBL1071768,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,CHEMBL599566,7.32,=,nM,48.0,CHEMBL251,Homo sapiens,Ki,nM,48.0
2416,3106958,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL604535,7.50,=,nM,32.0,CHEMBL251,Homo sapiens,Ki,uM,0.032
2417,3106959,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL600819,6.20,=,nM,630.0,CHEMBL251,Homo sapiens,Ki,uM,0.63
2418,3106960,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL604536,7.22,=,nM,60.0,CHEMBL251,Homo sapiens,Ki,uM,0.06
2419,3106961,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL603094,6.60,=,nM,250.0,CHEMBL251,Homo sapiens,Ki,uM,0.25
2420,3106962,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL603095,6.19,=,nM,640.0,CHEMBL251,Homo sapiens,Ki,uM,0.64
2421,3106963,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL86771,6.50,=,nM,320.0,CHEMBL251,Homo sapiens,Ki,uM,0.32
2422,3106964,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL600008,6.28,=,nM,530.0,CHEMBL251,Homo sapiens,Ki,uM,0.53
2423,3106965,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL600009,5.72,=,nM,1900.0,CHEMBL251,Homo sapiens,Ki,uM,1.9
2424,3106966,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL601856,6.00,=,nM,1000.0,CHEMBL251,Homo sapiens,Ki,uM,1.0
2425,3106967,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL88502,5.50,=,nM,3200.0,CHEMBL251,Homo sapiens,Ki,uM,3.2
2426,3106969,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL601628,,=,nM,120000.0,CHEMBL251,Homo sapiens,Ki,uM,120.0
2427,3106970,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL601413,6.52,=,nM,300.0,CHEMBL251,Homo sapiens,Ki,uM,0.3
2428,3106971,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL603914,6.00,=,nM,1000.0,CHEMBL251,Homo sapiens,Ki,uM,1.0
2429,3106972,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL601414,5.89,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki,uM,1.3
2430,3106973,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL600794,5.57,=,nM,2700.0,CHEMBL251,Homo sapiens,Ki,uM,2.7
2431,3106974,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL600992,5.04,=,nM,9100.0,CHEMBL251,Homo sapiens,Ki,uM,9.1
2432,3106976,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL601208,4.82,=,nM,15000.0,CHEMBL251,Homo sapiens,Ki,uM,15.0
2433,3106979,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL599481,5.16,=,nM,6900.0,CHEMBL251,Homo sapiens,Ki,uM,6.9
2434,3106980,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL598551,6.10,=,nM,800.0,CHEMBL251,Homo sapiens,Ki,uM,0.8
2435,3106981,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL601723,6.25,=,nM,560.0,CHEMBL251,Homo sapiens,Ki,uM,0.56
2436,3106982,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL598725,5.66,=,nM,2200.0,CHEMBL251,Homo sapiens,Ki,uM,2.2
2437,3106983,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL604728,5.55,=,nM,2800.0,CHEMBL251,Homo sapiens,Ki,uM,2.8
2438,3106984,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL598726,5.22,=,nM,6000.0,CHEMBL251,Homo sapiens,Ki,uM,6.0
2439,3106985,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL603967,4.85,=,nM,14000.0,CHEMBL251,Homo sapiens,Ki,uM,14.0
2440,3106986,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL602069,4.77,=,nM,17000.0,CHEMBL251,Homo sapiens,Ki,uM,17.0
2441,3106987,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL602265,4.48,=,nM,33000.0,CHEMBL251,Homo sapiens,Ki,uM,33.0
2442,3106991,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL600404,4.89,=,nM,13000.0,CHEMBL251,Homo sapiens,Ki,uM,13.0
2443,3106992,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL591458,5.66,=,nM,2200.0,CHEMBL251,Homo sapiens,Ki,uM,2.2
2444,3106993,CHEMBL1071493,Inhibition of human adenosine 2A receptor,B,CHEMBL599548,4.44,=,nM,36000.0,CHEMBL251,Homo sapiens,Ki,uM,36.0
